type,title,companyTitle,minSalary,maxSalary,workExperience,education,totalTag,companyPeople,workTag,welfare,imgSrc,city
数据分析师,调试工程师[雁塔区],陕西思特威尔电子科技有限公司,6000,12000,经验不限,大专,无,[0],,"绩效奖金,定期体检,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/d0537cf977004c54a735b11b57aff66d.png,西安
数据分析师,信息运维专员[雁塔区],海得邦国际物流控股（集团）有限公司,5000,6000,经验1-3年,大专,"物流平台,物流｜运输 / 不需要融资 / 150-500人",150-500,物流平台/物流｜运输,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,西安
数据分析师,电商美工[长安区],菲科生物,4000,8000,经验3-5年,大专,医疗｜保健｜美容 / 不需要融资 / 50-150人,50-150,医疗｜保健｜美容,"五险一金,全勤奖,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/5e08747c2f2a424da4da69bc89976b91.png,西安
数据分析师,Java（监管报送）[雁塔区],京北方信息技术股份有限公司珠海分公司,11000,17000,经验3-5年,本科,软件开发 / 不需要融资 / 15-50人,15-50,,"五险一金,绩效奖金,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,西安
数据分析师,软件销售经理[长安路],聚米科技,5000,8000,经验3-5年,本科,IT技术服务｜咨询 / 天使轮 / 15-50人,15-50,软件服务｜咨询/IT技术服务｜咨询,销售奖金、五险一金、周末双休、商业保险,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/34/C9/Cgp3O1dWj5GAfYsBAAAVGX6S2As654.jpg,西安
数据分析师,射频测试工程师[长安区],华秦科技,5000,7000,经验不限,本科,制造业 / 不需要融资 / 150-500人,150-500,制造业,"五险一金,高温补贴,周末双休",https://www.lgstatic.com/thumbnail_120x120/10/8da6c32a142945cda542e1d9e49d16c3.png,西安
数据分析师,SCADA实施工程师（驻场客户方 ）[雁塔区],易立德,10000,11000,经验3-5年,本科,无,[0],,"五险一金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/8b2ec13043314d738f7f4cc94ba72560.png,西安
数据分析师,SCADA实施工程师（驻场客户方 ）[雁塔区],易立德,10000,11000,经验3-5年,本科,无,[0],,"五险一金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/8b2ec13043314d738f7f4cc94ba72560.png,西安
数据分析师,电气工程师[雁塔区],上海巴兰仕汽车检测设备股份有限公司,15000,19000,经验5-10年,本科,制造业 / 不需要融资 / 500-2000人,500-2000,制造业,"五险一金,定期体检,免费工作餐",https://www.lgstatic.com/thumbnail_120x120/10/fb484ea6e9c2433d8880de8b5b18f455.png,西安
数据分析师,（运动青休潮牌）招商运营主管(J10379)[灞桥区],砂之船（西安）奥莱,5000,8000,经验1-3年,本科,批发｜零售 / 不需要融资 / 500-2000人,500-2000,批发｜零售,"五险一金,高温补贴,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,西安
数据分析师,新媒体运营[雁塔区],陕西呈霖医药有限公司,6000,8000,经验1-3年,大专,新零售 / 不需要融资 / 50-150人,50-150,新零售,"五险一金,绩效奖金,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/9185a1dab3c7471c9d0e6a10f2f2a55c.png,西安
数据分析师,交付工程师[雁塔区],专业从事计算机软、硬件开发,4000,6000,经验不限,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 15-50人",15-50,软件服务｜咨询/数据服务｜咨询,"全勤奖,社保,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,西安
数据分析师,SCADA实施工程师（驻场客户方 ）[雁塔区],易立德,10000,11000,经验3-5年,本科,无,[0],,"五险一金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/8b2ec13043314d738f7f4cc94ba72560.png,西安
数据分析师,SCADA实施工程师（驻场客户方 ）[雁塔区],易立德,10000,11000,经验3-5年,本科,无,[0],,"五险一金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/8b2ec13043314d738f7f4cc94ba72560.png,西安
数据分析师,嵌入式Linux软件开发工程师[碑林区],汉航（北京）科技有限公司,10000,20000,经验1-3年,本科,无,[0],,"五险一金,餐饮补贴,通讯补贴",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,西安
数据分析师,嵌入式软件工程师[阎良区],西安中飞航空测试技术发展有限公司,10000,20000,经验3-5年,本科,无,[0],,"取暖补贴,事业单位福利,高温假",https://www.lgstatic.com/thumbnail_120x120/10/c78cff56e30f4b1896d2bc193a916c8d.png,西安
数据分析师,硬件及数字逻辑工程师[阎良区],西安中飞航空测试技术发展有限公司,10000,20000,经验3-5年,本科,无,[0],,"取暖补贴,事业单位福利,高温假",https://www.lgstatic.com/thumbnail_120x120/10/c78cff56e30f4b1896d2bc193a916c8d.png,西安
数据分析师,视频审核岗+五险一金+双休[雁塔区],四川杰成人力资源服务有限公司,4000,5000,经验不限,大专,"专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 少于15人",15,营销服务｜咨询/专业服务｜咨询,"餐饮补贴,带薪年假,节日福利",https://www.lgstatic.com/thumbnail_120x120/10/d0ccb7172fce4e998cc7db96ca0169ee.png,西安
数据分析师,视频审核/双休/五险一金[雁塔区],四川杰成人力资源服务有限公司,4000,5000,经验不限,大专,"专业服务｜咨询,营销服务｜咨询 / 不需要融资 / 少于15人",15,营销服务｜咨询/专业服务｜咨询,"五险一金,绩效奖金,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/d0ccb7172fce4e998cc7db96ca0169ee.png,西安
数据分析师,运营经理[长安区],陕西蕾特恩美容管理有限公司,10000,15000,经验3-5年,大专,医疗｜保健｜美容 / 不需要融资 / 150-500人,150-500,医疗｜保健｜美容,"绩效奖金,入司纪念,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/c76ab54647584416939782d9acebce9f.png,西安
数据分析师,质量工程师-西安双英[鄠邑区],双英集团,8000,12000,经验3-5年,大专,"汽车交易平台,新能源汽车制造 / 不需要融资 / 2000人以上",2000,新能源汽车制造/汽车交易平台,"五险一金,出差补贴,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/3ab69fe8804c41368fb5dfa5dd7b8c08.png,西安
数据分析师,数仓开发（短期外派项目）[雁塔区],知平软件,12000,16000,经验5-10年,大专,"电商平台,内容社区 / 不需要融资 / 150-500人",150-500,内容社区/电商平台,"免费班车,五险一金,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/4919e0f3f22b482f985f058fbaf8e073.png,西安
数据分析师,新媒体运营助理[碑林区],陕西高雅实业有限公司,5000,7000,经验1-3年,不限,消费生活 / 不需要融资 / 50-150人,50-150,消费生活,"绩效奖金,团建活动,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/5e073f9d796544e9a1fe1a48fa48d3ab.png,西安
数据分析师,投放素材设计师[雁塔区],西安和煦电子科技有限公司,6000,9000,经验1-3年,本科,"移动互联网,广告营销 / 未融资 / 15-50人",15-50,pr/中国市场/ps/信息流/快应用,双休+五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/47/A4/CgqKkVeQQEeACttGAAARjIPti0s120.png,西安
数据分析师,信息流优化师[雁塔区],西安和煦电子科技有限公司,9000,12000,经验1-3年,本科,"移动互联网,广告营销 / 未融资 / 15-50人",15-50,广点通/中国市场/头条/百度/快手,双休+五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/47/A4/CgqKkVeQQEeACttGAAARjIPti0s120.png,西安
数据分析师,网店店铺管理员[鄠邑区],西安双塔真空设备有限公司,5000,8000,经验1-3年,大专,制造业 / 不需要融资 / 15-50人,15-50,制造业,"五险一金,绩效奖金,年终奖金",https://www.lgstatic.com/thumbnail_120x120/10/d75e08e7bd3349db8b8ebe34e0d50892.png,西安
数据分析师,企管运营专员[雁塔区],恒丰酒业,8000,15000,经验5-10年,本科,新零售 / 不需要融资 / 500-2000人,500-2000,新零售,"全勤奖,交通补贴,年终奖金",https://www.lgstatic.com/thumbnail_120x120/10/ce205a834ff44a5eb8ddc094d7f504a2.png,西安
数据分析师,大数据分析师[青山湖区],贵州瀚溯信息咨询服务有限公司,7000,12000,经验不限,本科,网络通信 / 不需要融资 / 少于15人,15,网络通信,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/74f8477694984ee0ae8044b6313d9fba.png,南昌
数据分析师,数据分析师（双休）[青山湖区],江西京通美联药业有限公司,5000,8000,经验5-10年,本科,医疗｜保健｜美容 / 不需要融资 / 150-500人,150-500,医疗｜保健｜美容,"绩效奖金,专业培训,弹性工作",https://www.lgstatic.com/thumbnail_120x120/10/11fe030965954227808c887e9acd7831.png,南昌
数据分析师,数据分析助理[红谷滩区],深圳市蔚佳莱科技有限公司,6000,12000,经验不限,大专,无,[0],,"五险一金,免费班车,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/19d6196ef1da4d50b37d7ba7e2cb3e88.png,南昌
数据分析师,需求分析师[南昌县],太平洋电缆,6000,10000,经验3-5年,大专,"房地产｜建筑｜物业,制造业 / 未融资 / 500-2000人",500-2000,基础业务产品/制造业,等你来了解,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,需求分析师[高新开发区],博微软件,10000,15000,经验3-5年,本科,企业服务 / 上市公司 / 500-2000人,500-2000,软件服务｜咨询/项目管理/IT技术服务｜咨询,双休 国网大客户 营养午餐,https://www.lgstatic.com/thumbnail_120x120/10/78d3b83883f54379ab9dd07a0de5d1c7.jpg,南昌
数据分析师,买方分析师[红谷滩区],江西造浪信息科技有限公司,15000,25000,经验3-5年,大专,金融业 / 未融资 / 15-50人,15-50,金融业,买房买车,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,需求分析师/产品经理[高新开发区],博微软件,6000,12000,经验在校,应届,企业服务 / 上市公司 / 500-2000人,500-2000,软件服务｜咨询/基础业务产品/TO B/IT技术服务｜咨询,上市公司、5A级写字楼、牛人带队、晋升发展好,https://www.lgstatic.com/thumbnail_120x120/10/78d3b83883f54379ab9dd07a0de5d1c7.jpg,南昌
数据分析师,物料数据管理员[南昌县],华视光电,6000,9000,经验1-3年,大专,无,[0],,"免费班车,全勤奖,带薪年假",https://www.lgstatic.com/thumbnail_120x120/10/36fc0b9f6c5c450e9b7fd6ee00d27536.png,南昌
数据分析师,数据产品经理[青山湖区],思芮信息,14000,16000,经验3-5年,本科,"专业服务｜咨询,IT技术服务｜咨询 / 未融资 / 2000人以上",2000,TO C/TO B/IT技术服务｜咨询/专业服务｜咨询,双休,https://www.lgstatic.com/thumbnail_120x120/i/image6/M00/3C/8C/CioPOWCKpIKABGZ1AAAP42i20s8832.png,南昌
数据分析师,大数据开发工程师[红谷滩区],江西掌讯科技有限公司,8000,12000,经验1-3年,本科,无,[0],,"定期体检,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/e136ca650f5645a681f1db087650b206.png,南昌
数据分析师,大数据开发工程师-23应届[大院],科猎商服,8000,13000,经验1年以下,本科,专业服务｜咨询 / 未融资 / 15-50人,15-50,网络通信,电信平台 五险一金,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,数据库工程师(DBA)[红谷滩区],北京海量数据技术股份有限公司,10000,20000,经验3-5年,本科,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 150-500人",150-500,软件服务｜咨询/数据服务｜咨询,"五险一金,定期体检,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/e6416561bc6d4578b2051521ce012325.png,南昌
数据分析师,大数据测试工程师[新建区],赣江新区产投,8000,12000,经验3-5年,本科,金融业 / 不需要融资 / 50-150人,50-150,金融业,"法定节假日,三节福利,公寓宿舍",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,大数据运维[西湖区],紫金技术,12000,16000,经验1-3年,本科,软件开发 / 不需要融资 / 500-2000人,500-2000,,"五险一金,定期体检,补充医疗保险",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,数据安全网络（实习生）[大院],猎手猫物联,3000,4000,经验不限,大专,物联网 / 未融资 / 15-50人,15-50,信息安全,每个月的**周双休,https://www.lgstatic.com/thumbnail_120x120/10/1a65a37d1b3c443c85a87900d4a55559.jpg,南昌
数据分析师,大数据运维开发[解放东路],雅捷,8000,12000,经验1-3年,本科,软件服务｜咨询 / 上市公司 / 150-500人,150-500,软件服务｜咨询/Hadoop/IT技术服务｜咨询,大牛多，环境好，五险一金,https://www.lgstatic.com/thumbnail_120x120/i/image/M00/01/28/CgqKkVZhStmAJNSkAAASGwr4HVI065.jpg,南昌
数据分析师,数据通信工程师（双休五险一金）[大院],广州乐芃信息科技有限公司,8000,12000,经验3-5年,本科,"电商,移动互联网 / 天使轮 / 15-50人",15-50,信息安全/网络通信,年终奖,https://www.lgstatic.com/thumbnail_120x120/i/image2/M00/1E/42/CgotOVoKouqAM3xVAAASBgTzM-s545.png,南昌
数据分析师,数据库工程师[青山湖区],科睿特,6000,10000,经验1-3年,大专,企业服务 / 上市公司 / 150-500人,150-500,MySQL/智慧城市/Python,双轨晋升、五险一金、住房补贴、旅游团建等,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,新媒体内容运营[红谷滩区],南昌科悍立教育咨询有限公司,3000,5000,经验不限,不限,教育｜培训 / 不需要融资 / 少于15人,15,教育｜培训,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/10/79d5de82dcfb41e88750a082453c9378.png,南昌
数据分析师,新媒体运营专员[红谷滩区],江西贵兴,5000,10000,经验1-3年,大专,网络通信 / 不需要融资 / 15-50人,15-50,网络通信,"绩效奖金,年终奖金,五险",https://www.lgstatic.com/thumbnail_120x120/10/6039145c473445719ed31837e5acce9d.png,南昌
数据分析师,短视频运营[青山湖区],江西顶易科技发展有限公司,6000,10000,经验1-3年,大专,"电商平台,内容社区 / 不需要融资 / 150-500人",150-500,内容社区/电商平台,"五险一金,全勤奖,包住宿",https://www.lgstatic.com/thumbnail_120x120/10/2c769d805441451c8d2122fcbc9e7003.png,南昌
数据分析师,短视频直播助理[青山湖区],江西顶易科技发展有限公司,3000,5000,经验1-3年,大专,"电商平台,内容社区 / 不需要融资 / 150-500人",150-500,内容社区/电商平台,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/2c769d805441451c8d2122fcbc9e7003.png,南昌
数据分析师,运维实习生（南昌）[南昌县],广东铭太信息科技有限公司,3000,4000,经验在校,应届,IT技术服务｜咨询 / 不需要融资 / 150-500人,150-500,IT技术服务｜咨询,发展前景佳、团队实力强、老板nice,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,DQE[青山湖区],江西联益光学有限公司,8000,12000,经验1-3年,大专,无,[0],,"五险一金,法定休假,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/1bf583aca93a4abe86af6c53ae1888b1.png,南昌
数据分析师,（双休、朝九晚五）商务专员[南昌县],江西一脉阳光医疗投资管理有限公司,4000,6000,经验3-5年,大专,金融业 / 不需要融资 / 少于15人,15,金融业,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/a2032d1626fb44429e3b7c5a7c309479.png,南昌
数据分析师,视频拍摄剪辑师[红谷滩区],江西科泰华,7000,10000,经验1-3年,本科,无,[0],,"五险一金,高温补贴,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/e9b4b0a54e664fabba42cdad988a7e3d.png,南昌
数据分析师,电商运营专员[红谷滩区],江西谷稼粮油有限公司,5000,8000,经验1-3年,大专,贸易｜进出口 / 不需要融资 / 50-150人,50-150,贸易｜进出口,"三节福利,绩效奖金,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/59d7c24f3b114d09915d16015b50e5cf.png,南昌
数据分析师,执行媒介[青山湖区],小蚁科技,6000,8000,经验1-3年,大专,"新媒体,营销服务｜咨询 / 未融资 / 50-150人",50-150,新媒体/TO B,公司福利多多，年终奖，下午茶，团建应有尽,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,嵌入式开发研发工程师[南昌县],北京大学南昌创新研究院,11000,19000,经验1-3年,本科,无,[0],,"五险一金,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/b61afc486f1b4353a615c6067fd92c3f.png,南昌
数据分析师,抖音运营[南昌县],江西意蜂实业有限公司,8000,15000,经验1-3年,大专,新零售 / 不需要融资 / 150-500人,150-500,新零售,"包吃,升值空间,节日福利",https://www.lgstatic.com/thumbnail_120x120/10/de463f439a8c4a67a485fa8e5102cf51.png,南昌
数据分析师,南昌万科地产社群运营经理[青山湖区],江西万科益达置业投资有限公司,15000,20000,经验5-10年,本科,其他 / 不需要融资 / 150-500人,150-500,,"五险一金,定期体检,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/75f1097478314d3691fa9960e8e3b48f.png,南昌
数据分析师,2661DQ-南昌-业务分析岗[青山湖区],平安好医,4000,6000,经验1-3年,本科,金融业 / 不需要融资 / 500-2000人,500-2000,医疗健康/数据分析/市场策划,"五险一金,定期体检,节日福利,带薪年假",https://www.lgstatic.com/thumbnail_120x120/i/image2/M01/94/A7/CgotOVuwfPmAFyEyAAAbKugYIAQ878.jpg,南昌
数据分析师,实施实习生（江西）[红谷滩区],卫宁软件,3000,4000,经验在校,应届,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 500-2000人",500-2000,软件服务｜咨询/数据服务｜咨询,"周末双休,弹性工作",https://www.lgstatic.com/thumbnail_120x120/10/054378a984f64b65a0198f8260361a3c.png,南昌
数据分析师,新媒体运营[青云谱区],泰汇公司,4000,8000,经验1-3年,大专,其他 / 不需要融资 / 15-50人,15-50,,"缴纳社保,交通补贴,通讯补贴",https://www.lgstatic.com/thumbnail_120x120/10/012a80e1f241451eb8bec5ae1b3c08a4.png,南昌
数据分析师,游戏运营[红谷滩区],深圳市蔚佳莱科技有限公司,6000,12000,经验不限,大专,无,[0],,"五险一金,免费班车,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/19d6196ef1da4d50b37d7ba7e2cb3e88.png,南昌
数据分析师,运营主管[东湖区],南昌学云科技有限公司,6000,8000,经验3-5年,大专,无,[0],,"五险一金,绩效奖金,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/cb5af7684bb141d6b34031d831efaadb.png,南昌
数据分析师,商业集团营运总监[红谷滩区],高安润元商业管理有限公司,23000,32000,经验5-10年,本科,居住服务 / 不需要融资 / 150-500人,150-500,居住服务,"节日福利,餐费补贴,五险",https://www.lgstatic.com/thumbnail_120x120/10/6322be2d5a3f45e09ef31504abf29d91.png,南昌
数据分析师,运营专员[青山湖区],江中集团,4000,7000,经验3-5年,本科,新零售 / 不需要融资 / 500-2000人,500-2000,新零售,"五险一金,绩效奖金,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/4f13b36953084a8b866c24a79440f36d.png,南昌
数据分析师,抖音运营[青山湖区],天帝仁医药科技有限公司,5000,10000,经验1-3年,不限,新零售 / 不需要融资 / 50-150人,50-150,新零售,"工作餐,员工旅游,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/44e8bceef21e4718bf3ed9bab9b7632e.png,南昌
数据分析师,运营[青云谱区],江西意蜂实业有限公司,4000,8000,经验1-3年,大专,新零售 / 不需要融资 / 150-500人,150-500,新零售,节日福利,https://www.lgstatic.com/thumbnail_120x120/10/de463f439a8c4a67a485fa8e5102cf51.png,南昌
数据分析师,抖音投流[新建区],汪氏蜜蜂园,6000,10000,经验1-3年,大专,其他 / 不需要融资 / 150-500人,150-500,,"五险一金,员工旅游,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/b2f3d1118b17465db79937b4d0ce05b8.png,南昌
数据分析师,软件工程师[新建区],南昌同兴达精密光电有限公司,15000,25000,经验不限,本科,无,[0],,"定期体检,专业培训,交通补贴",https://www.lgstatic.com/thumbnail_120x120/10/271e0c7506c44e2986b927770527e8f2.png,南昌
数据分析师,测试储备干部[新建区],南昌同兴达精密光电有限公司,4000,6000,经验不限,大专,无,[0],,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/271e0c7506c44e2986b927770527e8f2.png,南昌
数据分析师,PSS研发工程师[南昌县],兆驰半导体,14000,25000,经验3-5年,本科,无,[0],,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/b40612e9b7da4c58a713a2aedfd38234.png,南昌
数据分析师,电池检测工程师[青山湖区],中国信通院江西研究院,15000,23000,经验3-5年,本科,无,[0],,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/95886c62bcd54b9ba2c675859fae382c.png,南昌
数据分析师,信息技术管理岗（江西分公司）(J10839)[红谷滩区],南京证券股份有限公司,8000,15000,经验1-3年,本科,金融业 / 不需要融资 / 500-2000人,500-2000,金融业,"五险一金,定期体检,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/eb6c4ffc11c8492d820b5a89f489e655.png,南昌
数据分析师,技术支持工程师[西湖区],酷米科技,5000,8000,经验1-3年,大专,智能硬件 / 不需要融资 / 50-150人,50-150,智能硬件,"五险一金,三节福利,员工旅游",https://www.lgstatic.com/thumbnail_120x120/10/a1afe2d1f44342d2be5a3d1c6415febb.png,南昌
数据分析师,实施工程师[青山湖区],江西软云科技股份有限公司,4000,6000,经验1-3年,大专,无,[0],,"五险一金,员工旅游,弹性工作",https://www.lgstatic.com/thumbnail_120x120/10/e656d53d46814014b6353518d183185f.png,南昌
数据分析师,C++软件工程师[青山湖区],中广核贝谷,10000,15000,经验3-5年,本科,无,[0],,"五险一金,交通补贴,年终奖金",https://www.lgstatic.com/thumbnail_120x120/10/e50d9185b6b44fc6844ea75074591ef8.png,南昌
数据分析师,产品运营助理[红谷滩区],益海嘉里食品营销有限公司南昌分公司,5000,8000,经验1-3年,本科,其他 / 不需要融资 / 500-2000人,500-2000,,"五险一金,高温补贴,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/6dd064e068eb4e87a4bc0440005f0352.png,南昌
数据分析师,南昌项目实施工程师（外包）[红谷滩区],上海城建信息科技有限公司,8000,12000,经验1-3年,本科,无,[0],,"补充公积金,五险一金,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/a83260dcc2cd4bbeb2033708db256faa.png,南昌
数据分析师,信息化工程师[南昌县],JMIE,7000,9000,经验5-10年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 150-500人",150-500,新能源汽车制造/汽车交易平台,"免费班车,五险一金,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,小红书、抖音运营[红谷滩区],黑石地产,5000,10000,经验1-3年,大专,房地产｜建筑｜物业 / 不需要融资 / 50-150人,50-150,房地产｜建筑｜物业,"公司重点项目,出国旅游,社保",https://www.lgstatic.com/thumbnail_120x120/10/ff03e706751e4090a4d1492e446ed832.png,南昌
数据分析师,项目经理[青山湖区],辉门（中国）有限公司,14000,18000,经验5-10年,本科,其他 / 不需要融资 / 150-500人,150-500,,"免费班车,定期体检,员工旅游",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,交易员[红谷滩区],秀英熠电商公司,5000,7000,经验不限,不限,电商平台 / 未融资 / 15-50人,15-50,互联网/金融业/电商平台/电商,公司免费培训新人，工作时间自由,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,运营主管[西湖区],FirstLeap励步南昌儿童成长中心,7000,10000,经验1-3年,大专,无,[0],,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,Web前端开发工程师[南昌县],江铃汽车股份有限公司,8000,10000,经验3-5年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 2000人以上",2000,新能源汽车制造/汽车交易平台,"五险一金,定期体检,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/ad61aab6742e4e75b44ef2ca456e8569.png,南昌
数据分析师,汽车网络安全架构师[南昌县],江铃汽车股份有限公司,10000,12000,经验5-10年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 2000人以上",2000,新能源汽车制造/汽车交易平台,"五险一金,定期体检,餐饮补贴",https://www.lgstatic.com/thumbnail_120x120/10/ad61aab6742e4e75b44ef2ca456e8569.png,南昌
数据分析师,产品经理[红谷滩区],本川文化传媒,6000,10000,经验不限,本科,"文化传媒,专业服务｜咨询 / 未融资 / 15-50人",15-50,嵌入式产品/IT技术服务｜咨询,团建,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,线上运营主管[西湖区],FirstLeap励步南昌儿童成长中心,7000,9000,经验1-3年,大专,无,[0],,"五险一金,全勤奖,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,运营专员[新建区],溯洄咨询,3000,6000,经验1-3年,不限,"内容资讯,专业服务｜咨询 / 未融资 / 15-50人",15-50,用户运营/内容运营/音频｜视频媒体/数据服务｜咨询/视频运营,时间用在哪里，人生就在哪里,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,电商运营[西湖区],央院数据运营,8000,13000,经验不限,本科,"IT技术服务｜咨询,电商平台 / 未融资 / 150-500人",150-500,内容运营/跨境电商运营/IT技术服务｜咨询/新媒体运营/电商平台,住房补贴、五险一金、交通补贴、下午茶,https://www.lgstatic.com/thumbnail_120x120/10/93df643b94914fbaa9e13c070e517801.png,南昌
数据分析师,新媒体运营主管[青云谱区],江西铁投置业有限公司,8000,15000,经验3-5年,大专,房地产｜建筑｜物业 / 不需要融资 / 少于15人,15,房地产｜建筑｜物业,"五险一金,专业培训",https://www.lgstatic.com/thumbnail_120x120/10/69d95b479d514c1d8dc65323e6c88597.png,南昌
数据分析师,服务运营专员[新建区],江铃新能源,6000,8000,经验3-5年,本科,"汽车交易平台,新能源汽车制造 / 不需要融资 / 500-2000人",500-2000,新能源汽车制造/汽车交易平台,"免费班车,五险一金,绩效奖金",https://www.lgstatic.com/thumbnail_120x120/10/cebdaa2780644ab6a13b8d1db0261f59.png,南昌
数据分析师,硬件工程师[红谷滩区],江西泽惠科技发展有限公司,6000,10000,经验3-5年,大专,"软件服务｜咨询,数据服务｜咨询 / 不需要融资 / 50-150人",50-150,软件服务｜咨询/数据服务｜咨询,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/775a93e24bbc450886e56273937b6303.png,南昌
数据分析师,大健康产品经理[青山湖区],j建昌帮,10000,20000,经验5-10年,大专,医疗｜保健｜美容 / 不需要融资 / 150-500人,150-500,医疗｜保健｜美容,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
数据分析师,Amazon运营 亚马逊运营[西湖区],广州戈蕾珠宝首饰有限公司,5000,10000,经验1-3年,大专,无,[0],,"全勤奖,绩效奖金,年终奖金",https://www.lgstatic.com/thumbnail_120x120/10/f96a0db8b954431488fb12e432155588.png,南昌
数据分析师,研发工程师（985硕士）[南昌县],兆驰半导体,12000,18000,经验不限,硕士,无,[0],,"五险一金,绩效奖金,定期体检",https://www.lgstatic.com/thumbnail_120x120/10/b40612e9b7da4c58a713a2aedfd38234.png,南昌
数据分析师,直播带货运营[青山湖区],美快真集团总部,4000,6000,经验不限,本科,"生活服务,新媒体,短视频 / 未融资 / 50-150人",50-150,直播运营/内容运营/摄影拍照/新媒体运营/本地生活,缴纳五险，三节福利，办公环境优越,https://www.lgstatic.com/thumbnail_120x120/images/logo_default.png,南昌
